          Index           Name           S[m]       Beta1[m]         Alfa1x       Beta2[m]          Alfa2            c11            c12            c21            c22          Dx[m]            Dxp          Dy[m]            Dyp      Q1 [2*PI]      Q2 [2*PI]
            863     YO8_DH0_E1         659.01         89.832       -4.13246        88.0299       -4.04842       -1.13818        17.5766     -0.0396218       0.483452      -0.172928     -0.0183917     -0.0886389    -0.00470795        4.42709        5.58738
            864         D0PP08        662.599        122.061       -4.84689        119.634       -4.75739       -1.28024        23.9043      -0.039544       0.624187      -0.211645    -0.00318324      -0.105536    -0.00470795        4.43254        5.59295
            865     YO8_DH0_E2        662.599        122.061       -4.84689        119.634       -4.75739       -1.28024        23.9043      -0.039544       0.624187      -0.211645    -0.00318324      -0.105536    -0.00470795        4.43254        5.59295
            866      DRIFT_199        663.232        128.271       -4.97377        125.729       -4.88231       -1.30525        25.1243      -0.039544       0.649192      -0.213658    -0.00318324      -0.108513    -0.00470795        4.43335        5.59377
            867      DRIFT_199        663.864        134.641       -5.10065        131.982       -5.00722       -1.33025         26.376      -0.039544       0.674197       -0.21567    -0.00318324       -0.11149    -0.00470795        4.43411        5.59455
            868           Q1O8        665.304        167.536       -18.6377        130.662        5.88761       0.951816        29.3186      0.0914942        2.97184      -0.233242     -0.0214627      -0.111599     0.00455718        4.43567        5.59626
            869      DRIFT_201        666.142        200.246       -20.3808        120.983         5.6588        1.02852        30.9478      0.0914942        2.89514      -0.251235     -0.0214627      -0.107779     0.00455718         4.4364        5.59732
            870      DRIFT_201        666.981        235.878        -22.124        111.687        5.42998        1.10522        32.4483      0.0914942        2.81844      -0.269227     -0.0214627      -0.103958     0.00455718        4.43701        5.59847
            871           Q2O8        670.372        227.293        24.0899        149.072       -18.7124       -5.13596        37.7501       0.576142       -4.26319      -0.252737      0.0306617      -0.121924     -0.0157113         4.4391        5.60312
            872      DRIFT_203        671.303        184.682        21.7104         185.93        -20.904       -4.59994        38.0634       0.576142       -4.79922      -0.224211      0.0306617      -0.136542     -0.0157113        4.43983        5.60401
            873      DRIFT_203        672.233        146.498        19.3309        226.866       -23.0956       -4.06391        37.3793       0.576142       -5.33524      -0.195684      0.0306617      -0.151159     -0.0157113        4.44073        5.60473
            874           Q3O8        674.334        102.164        3.45143        267.959         5.1358        0.44027         33.401     -0.0262038       -1.65597      -0.152804      0.0109865      -0.164925       0.002869        4.44357        5.60603
            875      DRIFT_205        675.323        95.4581        3.32639        257.897        5.03472       0.414346        31.3527     -0.0262038       -1.63004      -0.141935      0.0109865      -0.162087       0.002869        4.44516        5.60663
            876      DRIFT_205        676.312        88.9999        3.20135        248.035        4.93365       0.388421        29.3558     -0.0262038       -1.60412      -0.131066      0.0109865      -0.159248       0.002869        4.44687        5.60725
            877      DRIFT_205        677.302        82.7892         3.0763        238.372        4.83257       0.362497        27.4101     -0.0262038        -1.5782      -0.120196      0.0109865       -0.15641       0.002869        4.44871         5.6079
            878      DRIFT_205        678.291         76.826        2.95126         228.91        4.73149       0.336572        25.5158     -0.0262038       -1.55227      -0.109327      0.0109865      -0.153572       0.002869        4.45068        5.60857
            879      DRIFT_205         679.28        71.1101        2.82622        219.648        4.63041       0.310648        23.6727     -0.0262038       -1.52635     -0.0984579      0.0109865      -0.150733       0.002869        4.45281        5.60928
            880      DRIFT_205         680.27        65.6416        2.70118        210.586        4.52934       0.284724         21.881     -0.0262038       -1.50042     -0.0875886      0.0109865      -0.147895       0.002869        4.45512        5.61001
            881      DRIFT_205        681.259        60.4206        2.57614        201.724        4.42826       0.258799        20.1405     -0.0262038        -1.4745     -0.0767193      0.0109865      -0.145056       0.002869        4.45762        5.61077
            882      DRIFT_205        682.248        55.4469         2.4511        193.062        4.32718       0.232875        18.4514     -0.0262038       -1.44857       -0.06585      0.0109865      -0.142218       0.002869        4.46034        5.61157
            883      DRIFT_205        683.238        50.7207        2.32606          184.6        4.22611        0.20695        16.8135     -0.0262038       -1.42265     -0.0549807      0.0109865       -0.13938       0.002869        4.46331         5.6124
            884      DRIFT_205        684.227        46.2419        2.20102        176.338        4.12503       0.181026        15.2269     -0.0262038       -1.39672     -0.0441114      0.0109865      -0.136541       0.002869        4.46656        5.61328
            885      DRIFT_205        685.216        42.0106        2.07598        168.276        4.02395       0.155102        13.6916     -0.0262038        -1.3708     -0.0332421      0.0109865      -0.133703       0.002869        4.47013        5.61419
            886      DRIFT_205        686.206        38.0266        1.95093        160.414        3.92287       0.129177        12.2077     -0.0262038       -1.34488     -0.0223728      0.0109865      -0.130864       0.002869        4.47407        5.61515
            887      DRIFT_205        687.195          34.29        1.82589        152.752         3.8218       0.103253         10.775     -0.0262038       -1.31895     -0.0115035      0.0109865      -0.128026       0.002869        4.47843        5.61615
            888      DRIFT_205        688.184        30.8009        1.70085         145.29        3.72072      0.0773285        9.39358     -0.0262038       -1.29303   -0.000634189      0.0109865      -0.125187       0.002869        4.48328        5.61721
            889      DRIFT_205        689.174        27.5592        1.57581        138.028        3.61964      0.0514041        8.06349     -0.0262038        -1.2671      0.0102351      0.0109865      -0.122349       0.002869        4.48868        5.61832
            890      DRIFT_205        690.163        24.5649        1.45077        130.965        3.51857      0.0254797        6.78469     -0.0262038       -1.24118      0.0211044      0.0109865      -0.119511       0.002869        4.49474        5.61949
            891      DRIFT_205        691.152         21.818        1.32573        124.103        3.41749   -0.000444733        5.55719     -0.0262038       -1.21525      0.0319737      0.0109865      -0.116672       0.002869        4.50154        5.62073
            892      DRIFT_205        692.142        19.3185        1.20069        117.441        3.31641     -0.0263691        4.38098     -0.0262038       -1.18933       0.042843      0.0109865      -0.113834       0.002869        4.50921        5.62203
            893      DRIFT_205        693.131        17.0665        1.07565        110.979        3.21533     -0.0522935        3.25607     -0.0262038       -1.16341      0.0537123      0.0109865      -0.110995       0.002869        4.51789        5.62341
            894      DRIFT_205         694.12        15.0618       0.950604        104.717        3.11426     -0.0782179        2.18246     -0.0262038       -1.13748      0.0645816      0.0109865      -0.108157       0.002869        4.52772        5.62487
            895      DRIFT_205         695.11        13.3046       0.825563         98.655        3.01318      -0.104142        1.16014     -0.0262038       -1.11156      0.0754509      0.0109865      -0.105319       0.002869        4.53885        5.62642
            896      DRIFT_205        696.099        11.7948       0.700522        92.7929         2.9121      -0.130067       0.189114     -0.0262038       -1.08563      0.0863202      0.0109865       -0.10248       0.002869        4.55143        5.62807
            897      DRIFT_205        697.088        10.5324       0.575481        87.1308        2.81103      -0.155991      -0.730613     -0.0262038       -1.05971      0.0971895      0.0109865     -0.0996418       0.002869        4.56558        5.62982
            898      DRIFT_205        698.078        9.51741        0.45044        81.6687        2.70995      -0.181916       -1.59904     -0.0262038       -1.03378       0.108059      0.0109865     -0.0968034       0.002869        4.58133        5.63169
            899      DRIFT_205        699.067        8.74985       0.325399        76.4066        2.60887       -0.20784       -2.41618     -0.0262038       -1.00786       0.118928      0.0109865      -0.093965       0.002869        4.59862        5.63368
            900      DRIFT_205        700.056         8.2297       0.200357        71.3445        2.50779      -0.233764       -3.18202     -0.0262038      -0.981934       0.129797      0.0109865     -0.0911266       0.002869        4.61722        5.63581
            901      DRIFT_205        701.046        7.95696      0.0753163        66.4824        2.40672      -0.259689       -3.89656     -0.0262038       -0.95601       0.140667      0.0109865     -0.0882882       0.002869        4.63672         5.6381
            902      DRIFT_205        702.035        7.93164     -0.0497249        61.8203        2.30564      -0.285613       -4.55981     -0.0262038      -0.930086       0.151536      0.0109865     -0.0854498       0.002869        4.65659        5.64055
            903      DRIFT_205        703.024        8.15374      -0.174766        57.3582        2.20456      -0.311538       -5.17176     -0.0262038      -0.904161       0.162405      0.0109865     -0.0826114       0.002869        4.67622         5.6432
            904      DRIFT_205        704.014        8.62325      -0.299807        53.0961        2.10349      -0.337462       -5.73242     -0.0262038      -0.878237       0.173275      0.0109865      -0.079773       0.002869        4.69504        5.64605
            905      DRIFT_205        705.003        9.34018      -0.424848         49.034        2.00241      -0.363386       -6.24178     -0.0262038      -0.852312       0.184144      0.0109865     -0.0769346       0.002869        4.71263        5.64914
            906      DRIFT_205        705.992        10.3045       -0.54989        45.1718        1.90133      -0.389311       -6.69984     -0.0262038      -0.826388       0.195013      0.0109865     -0.0740962       0.002869         4.7287        5.65248
            907      DRIFT_205        706.982        11.5163      -0.674931        41.5097        1.80025      -0.415235       -7.10661     -0.0262038      -0.800464       0.205882      0.0109865     -0.0712578       0.002869        4.74318        5.65612
            908      DRIFT_205        707.971        12.9755      -0.799972        38.0476        1.69918       -0.44116       -7.46208     -0.0262038      -0.774539       0.216752      0.0109865     -0.0684194       0.002869        4.75607        5.66008
            909      DRIFT_205         708.96         14.682      -0.925013        34.7855         1.5981      -0.467084       -7.76626     -0.0262038      -0.748615       0.227621      0.0109865      -0.065581       0.002869        4.76749        5.66441
            910      DRIFT_205         709.95        16.6361       -1.05005        31.7234        1.49702      -0.493008       -8.01914     -0.0262038       -0.72269        0.23849      0.0109865     -0.0627426       0.002869        4.77757        5.66915
            911      DRIFT_205        710.939        18.8375        -1.1751        28.8613        1.39594      -0.518933       -8.22073     -0.0262038      -0.696766        0.24936      0.0109865     -0.0599042       0.002869        4.78647        5.67436
            912      DRIFT_205        711.928        21.2863       -1.30014        26.1992        1.29487      -0.544857       -8.37101     -0.0262038      -0.670842       0.260229      0.0109865     -0.0570658       0.002869        4.79434        5.68009
            913          Q4OT8        712.678        23.4592       -1.60345         24.148        1.43389      -0.643763       -8.44867     -0.0377127      -0.721977       0.269349      0.0133464     -0.0547257     0.00336772        4.79969        5.68483
            914      DRIFT_212        712.808        23.8789       -1.62325        23.7771        1.41743      -0.648668        -8.4582     -0.0377127      -0.717072       0.271085      0.0133464     -0.0542876     0.00336772        4.80056        5.68569
            915           Q4O8         714.62         22.791         2.1638         25.709       -2.58574       0.726045       -8.57869     -0.0390046       0.662175       0.255349     -0.0302894     -0.0560327    -0.00534067        4.81234        5.69794
            916      DRIFT_213        715.477         19.268        1.95031        30.3567       -2.84175       0.692644       -8.60478     -0.0390046       0.695576       0.229411     -0.0302894     -0.0606061    -0.00534067        4.81884        5.70282
            917      DRIFT_213        716.333        16.1106        1.73682        35.4428       -3.09776       0.659243       -8.57367     -0.0390046       0.728976       0.203473     -0.0302894     -0.0651794    -0.00534067        4.82658        5.70698
            918      DRIFT_213        717.189        13.3188        1.52333        40.9675       -3.35377       0.625842       -8.48535     -0.0390046       0.762377       0.177536     -0.0302894     -0.0697528    -0.00534067        4.83589        5.71056
            919      DRIFT_213        718.046        10.8927        1.30984        46.9306       -3.60978       0.592442       -8.33983     -0.0390046       0.795778       0.151598     -0.0302894     -0.0743262    -0.00534067        4.84722        5.71366
            920      DRIFT_213        718.902        8.83223        1.09634        53.3321        -3.8658       0.559041       -8.13711     -0.0390046       0.829179        0.12566     -0.0302894     -0.0788995    -0.00534067        4.86113        5.71639
            921      DRIFT_213        719.758        7.13738       0.882851        60.1722       -4.12181        0.52564       -7.87718     -0.0390046       0.862579      0.0997227     -0.0302894     -0.0834729    -0.00534067        4.87833        5.71879
            922          Q5OT8        720.508        5.98973       0.650294        66.1529       -3.83721       0.440771       -7.60449     -0.0287983       0.828449      0.0772713     -0.0296097     -0.0872342    -0.00468456        4.89664        5.72068
            923      DRIFT_216        720.639        5.82337       0.619162        67.1627       -3.86836       0.436997       -7.55319     -0.0287983       0.832223       0.073391     -0.0296097     -0.0878481    -0.00468456        4.90017          5.721
            924           Q5O8        721.749        5.31062      -0.140504        68.3354        2.85075      -0.275019        -7.1155      0.0243589      0.0987767      0.0439734     -0.0238774     -0.0881913     0.00407187        4.93275        5.72356
            925      DRIFT_217        722.585        5.67976      -0.301037        63.6621        2.73909      -0.254654       -6.82002      0.0243589      0.0784121      0.0240113     -0.0238774     -0.0847871     0.00407187        4.95707        5.72558
            926      DRIFT_217        723.421        6.31732       -0.46157        59.1756        2.62743      -0.234289       -6.55859      0.0243589      0.0580474     0.00404918     -0.0238774     -0.0813829     0.00407187        4.97936        5.72774
            927      DRIFT_217        724.257         7.2233      -0.622103        54.8757        2.51577      -0.213925       -6.33122      0.0243589      0.0376828     -0.0159129     -0.0238774     -0.0779787     0.00407187        4.99911        5.73008
            928     YO8_DH5_E1        724.257         7.2233      -0.622103        54.8757        2.51577      -0.213925       -6.33122      0.0243589      0.0376828     -0.0159129     -0.0238774     -0.0779787     0.00407187        4.99911        5.73008
            929            D5O        732.956        32.5499       -2.28828        21.2145        1.35402    -0.00194819       -5.98249      0.0243748       -0.17343     -0.0676759       0.011977     -0.0425597     0.00407187        5.09508        5.77111
            930     YO8_DH5_E2        732.956        32.5499       -2.28828        21.2145        1.35402    -0.00194819       -5.98249      0.0243748       -0.17343     -0.0676759       0.011977     -0.0425597     0.00407187        5.09508        5.77111
            931      DRIFT_219        733.769        36.3998       -2.44414        19.0998        1.24537       0.017881       -6.13813      0.0243748      -0.193259     -0.0579325       0.011977     -0.0392472     0.00407187        5.09885        5.77754
            932      DRIFT_219        734.583        40.5033           -2.6         17.162        1.13672      0.0377103       -6.32602      0.0243748      -0.213088     -0.0481891       0.011977     -0.0359347     0.00407187        5.10222        5.78469
            933          Q6OT8        735.333        44.3514       -2.52446        15.5916       0.959731      0.0880217       -6.52798      0.0250853      -0.199911     -0.0391226      0.0121928     -0.0329455     0.00390176        5.10503          5.792
            934      DRIFT_221        735.464        45.0159       -2.54624        15.3422       0.943584      0.0913091       -6.56615      0.0250853      -0.203199     -0.0375247      0.0121928     -0.0324342     0.00390176         5.1055        5.79335
            935           Q6O8        736.574        45.7099        1.94397        14.9909      -0.615635        0.76612       -6.91523     -0.0288925       0.451573     -0.0222005      0.0151661     -0.0298159    0.000858761        5.10932        5.80522
            936      DRIFT_222        737.119        43.6211        1.88696        15.6896      -0.665793       0.750366       -7.07815     -0.0288925       0.467326     -0.0139311      0.0151661     -0.0293477    0.000858761        5.11127        5.81088
            937          QGTTO        737.119        43.6211        1.89569        15.6896      -0.668931       0.751782       -7.07815     -0.0291364       0.468742     -0.0139311      0.0151689     -0.0293477    0.000852891        5.11127        5.81088
            938      DRIFT_223        738.017        40.3014        1.80112        16.9654      -0.751779       0.725617       -7.30883     -0.0291364       0.494907   -0.000309274      0.0151689     -0.0285818    0.000852891        5.11468        5.81964
            939      DRIFT_223        738.915        37.1514        1.70655          18.39      -0.834627       0.699452       -7.49251     -0.0291364       0.521072      0.0133126      0.0151689     -0.0278159    0.000852891        5.11837        5.82774
            940      DRIFT_223        739.813        34.1713        1.61198        19.9634      -0.917474       0.673287        -7.6292     -0.0291364       0.547237      0.0269345      0.0151689       -0.02705    0.000852891        5.12238         5.8352
            941      DRIFT_223        740.711        31.3611        1.51742        21.6856       -1.00032       0.647122        -7.7189     -0.0291364       0.573401      0.0405563      0.0151689     -0.0262841    0.000852891        5.12675        5.84207
            942      DRIFT_223        741.609        28.7207        1.42285        23.5566       -1.08317       0.620957       -7.76161     -0.0291364       0.599566      0.0541782      0.0151689     -0.0255182    0.000852891        5.13151         5.8484
            943      DRIFT_223        742.507        26.2501        1.32828        25.5764       -1.16602       0.594792       -7.75732     -0.0291364       0.625731      0.0678001      0.0151689     -0.0247523    0.000852891        5.13672        5.85422
            944      DRIFT_223        743.405        23.9494        1.23371         27.745       -1.24887       0.568628       -7.70604     -0.0291364       0.651896       0.081422      0.0151689     -0.0239864    0.000852891        5.14242        5.85959
            945      DRIFT_223        744.303        21.8186        1.13915        30.0624       -1.33171       0.542463       -7.60777     -0.0291364       0.678061      0.0950438      0.0151689     -0.0232204    0.000852891        5.14867        5.86454
            946      DRIFT_223        745.201        19.8575        1.04458        32.5286       -1.41456       0.516298        -7.4625     -0.0291364       0.704226       0.108666      0.0151689     -0.0224545    0.000852891        5.15554        5.86911
            947     YO8_DH6_E1        745.201        19.8575        1.04458        32.5286       -1.41456       0.516298        -7.4625     -0.0291364       0.704226       0.108666      0.0151689     -0.0224545    0.000852891        5.15554        5.86911
            948             DS        748.151        14.6094       0.734708        41.6754       -1.68667       0.430326       -6.65415     -0.0291604       0.790558       0.171429      0.0273905      -0.019939    0.000852891        5.18324        5.88187
            949     YO8_DH6_E2        748.151        14.6094       0.734708        41.6754       -1.68667       0.430326       -6.65415     -0.0291604       0.790558       0.171429      0.0273905      -0.019939    0.000852891        5.18324        5.88187
            950      DRIFT_224        748.943        13.5114       0.651209        44.4058       -1.75975       0.407224       -6.35046     -0.0291604       0.813659       0.193129      0.0273905     -0.0192633    0.000852891        5.19222         5.8848
            951      DRIFT_224        749.735        12.5458       0.567709         47.252       -1.83284       0.384122       -6.01016     -0.0291604       0.836761       0.214829      0.0273905     -0.0185876    0.000852891        5.20191        5.88756
            952          SQSK8        749.735        12.5621       0.569984        47.3136       -1.83678       0.384372       -6.01408     -0.0290263       0.837306       0.214829      0.0273868     -0.0185876    0.000895857        5.20191        5.88756
            953      DRIFT_225        750.281        11.9718       0.512465        49.3445       -1.88719       0.368542       -5.75842     -0.0290263       0.853136       0.229765      0.0273868      -0.018099    0.000895857        5.20899        5.88935
            954           Q7O8         751.21        12.0033      -0.547255        49.0723        2.17253     -0.0790556       -5.30624      0.0335602       0.389697       0.264407      0.0476075     -0.0165882     0.00233343        5.22151        5.89232
            955      DRIFT_226        752.189        13.1781      -0.653205        44.9316        2.05846     -0.0462117       -4.87963      0.0335602       0.356853       0.310998      0.0476075     -0.0143045     0.00233343         5.2339        5.89564
            956      DRIFT_226        753.168        14.5604      -0.759155        41.0142        1.94438     -0.0133678       -4.51731      0.0335602       0.324009        0.35759      0.0476075     -0.0120209     0.00233343        5.24516        5.89927
            957      DRIFT_226        754.146          16.15      -0.865105          37.32        1.83031      0.0194761       -4.21928      0.0335602       0.291166       0.404181      0.0476075    -0.00973729     0.00233343        5.25532        5.90325
            958      DRIFT_226        755.125        17.9469      -0.971055        33.8492        1.71624        0.05232       -3.98553      0.0335602       0.258322       0.450772      0.0476075    -0.00745366     0.00233343        5.26447        5.90763
            959      DRIFT_226        756.104        19.9513       -1.07701        30.6016        1.60217       0.085164       -3.81607      0.0335602       0.225478       0.497364      0.0476075    -0.00517003     0.00233343        5.27271        5.91247
            960      DRIFT_226        757.082         22.163       -1.18296        27.5773        1.48809       0.118008       -3.71089      0.0335602       0.192634       0.543955      0.0476075     -0.0028864     0.00233343        5.28012        5.91783
            961      DRIFT_226        758.061        24.5821       -1.28891        24.7763        1.37402       0.150852          -3.67      0.0335602        0.15979       0.590546      0.0476075   -0.000602774     0.00233343        5.28679        5.92379
            962      DRIFT_226         759.04        27.2086       -1.39486        22.1985        1.25995       0.183696        -3.6934      0.0335602       0.126946       0.637138      0.0476075     0.00168085     0.00233343        5.29282        5.93044
            963      DRIFT_226        760.018        30.0424       -1.50081        19.8441        1.14588        0.21654       -3.78108      0.0335602      0.0941021       0.683729      0.0476075     0.00396448     0.00233343        5.29827        5.93786
            964      DRIFT_226        760.997        33.0836       -1.60676        17.7129         1.0318       0.249384       -3.93305      0.0335602      0.0612582        0.73032      0.0476075     0.00624811     0.00233343        5.30321        5.94617
            965      DRIFT_226        761.976        36.3323       -1.71271        15.8049       0.917732       0.282227        -4.1493      0.0335602      0.0284143       0.776912      0.0476075     0.00853174     0.00233343         5.3077        5.95549
            966      DRIFT_226        762.954        39.7882       -1.81866        14.1203       0.803659       0.315071       -4.42984      0.0335602    -0.00442964       0.823503      0.0476075      0.0108154     0.00233343         5.3118        5.96592
            967      DRIFT_226        763.933        43.4516       -1.92461        12.6589       0.689587       0.347915       -4.77466      0.0335602     -0.0372736       0.870094      0.0476075       0.013099     0.00233343        5.31555        5.97758
            968      DRIFT_226        764.912        47.3223       -2.03056        11.4208       0.575514       0.380759       -5.18377      0.0335602     -0.0701175       0.916686      0.0476075      0.0153826     0.00233343        5.31898        5.99055
            969           QFB8        766.022        47.1742        2.15962        11.3647      -0.523292       0.868818       -5.70582     -0.0358102       0.404685       0.924039     -0.0344664      0.0187766      0.0038318        5.32266        6.00634
            970      DRIFT_229        766.567        44.8548        2.09416        11.9687      -0.584407       0.849292       -5.94824     -0.0358102        0.42421       0.905246     -0.0344664      0.0208659      0.0038318        5.32455        6.01378
            971          QGTTO        766.567        44.8548        2.10313        11.9687      -0.586801       0.850482       -5.94824     -0.0360651         0.4254       0.905246     -0.0346475      0.0208659     0.00383597        5.32455        6.01378
            972      DRIFT_230        767.364        41.5798        2.00678        12.9752      -0.676305       0.821743       -6.26407     -0.0360651       0.454139       0.877637     -0.0346475      0.0239226     0.00383597        5.32748        6.02397
            973      DRIFT_230        768.161        38.4584        1.91044        14.1243      -0.765808       0.793005        -6.5341     -0.0360651       0.482877       0.850029     -0.0346475      0.0269793     0.00383597        5.33065        6.03334
            974     YO8_DH8_E1        768.161        38.4584        1.91044        14.1243      -0.765808       0.793005        -6.5341     -0.0360651       0.482877       0.850029     -0.0346475      0.0269793     0.00383597        5.33065        6.03334
            975              D        777.601        13.1353       0.770554        38.5945       -1.82619       0.452013       -6.23893     -0.0361648       0.824978       0.705883     0.00411421      0.0631934     0.00383597        5.39963        6.09959
            976     YO8_DH8_E2        777.601        13.1353       0.770554        38.5945       -1.82619       0.452013       -6.23893     -0.0361648       0.824978       0.705883     0.00411421      0.0631934     0.00383597        5.39963        6.09959
            977      DRIFT_231        778.398        11.9843       0.673868        41.5763        -1.9157       0.423195       -5.91876     -0.0361648       0.853796       0.709162     0.00411421      0.0662501     0.00383597        5.40974        6.10276
            978      DRIFT_231        779.195        10.9874       0.577183        44.7006        -2.0052       0.394377       -5.55267     -0.0361648       0.882614        0.71244     0.00411421      0.0693068     0.00383597         5.4208         6.1057
            979          SQSK8        779.195        11.0006       0.579286        44.7545       -2.00902       0.394614       -5.55602     -0.0360339       0.883145        0.71244     0.00412807      0.0693068     0.00397846         5.4208         6.1057
            980      DRIFT_232         779.74         10.405       0.513088        46.9788       -2.07038       0.374966       -5.27893     -0.0360339       0.902793       0.714691     0.00412807      0.0714761     0.00397846        5.42892        6.10759
            981           QDA8         780.85        10.4303      -0.536612        46.8134        2.21427     -0.0699309       -4.68766      0.0382024       0.440197       0.755787      0.0705413      0.0722351    -0.00262247         5.4462         6.1113
            982      DRIFT_233        780.981         10.573      -0.552794        46.2352        2.19775     -0.0649244       -4.62146      0.0382024       0.435191       0.765031      0.0705413      0.0718914    -0.00262247        5.44818        6.11174
            983           SDMO        781.731        11.4717      -0.645406        43.0096        2.10317     -0.0362726       -4.26786      0.0382024       0.406539       0.817937      0.0705413      0.0699246    -0.00262247        5.45903        6.11442
            984      DRIFT_234        782.699        12.8373      -0.764973        39.0548        1.98108    0.000718374       -3.87491      0.0382024       0.369548       0.886242      0.0705413      0.0673852    -0.00262247        5.47174        6.11818
            985      DRIFT_234        783.668        14.4345       -0.88454        35.3365        1.85898      0.0377094        -3.5536      0.0382024       0.332557       0.954546      0.0705413      0.0648459    -0.00262247        5.48307        6.12233
            986      DRIFT_234        784.636        16.2633       -1.00411        31.8547        1.73688      0.0747004       -3.30392      0.0382024       0.295566        1.02285      0.0705413      0.0623066    -0.00262247        5.49314        6.12692
            987      DRIFT_234        785.604        18.3236       -1.12367        28.6093        1.61478       0.111691       -3.12587      0.0382024       0.258575        1.09116      0.0705413      0.0597673    -0.00262247        5.50207        6.13203
            988      DRIFT_234        786.573        20.6155       -1.24324        25.6004        1.49268       0.148682       -3.01946      0.0382024       0.221584        1.15946      0.0705413       0.057228    -0.00262247           5.51        6.13773
            989      DRIFT_234        787.541        23.1389       -1.36281        22.8279        1.37059       0.185673       -2.98469      0.0382024       0.184593        1.22776      0.0705413      0.0546886    -0.00262247        5.51706         6.1441
            990      DRIFT_234        788.509        25.8938       -1.48237        20.2919        1.24849       0.222664       -3.02156      0.0382024       0.147602        1.29607      0.0705413      0.0521493    -0.00262247        5.52336        6.15126
            991      DRIFT_234        789.478        28.8803       -1.60194        17.9923        1.12639       0.259655       -3.13006      0.0382024       0.110611        1.36437      0.0705413        0.04961    -0.00262247          5.529        6.15933
            992     YO8_DH9_E1        789.478        28.8803       -1.60194        17.9923        1.12639       0.259655       -3.13006      0.0382024       0.110611        1.36437      0.0705413        0.04961    -0.00262247          5.529        6.15933
            993             DS        792.427        39.3988       -1.96416        12.4448       0.754481       0.372308       -3.90169      0.0381864    -0.00186668        1.59036      0.0826959      0.0418752    -0.00262247        5.54293        6.19091
            994     YO8_DH9_E2        792.427        39.3988       -1.96416        12.4448       0.754481       0.372308       -3.90169      0.0381864    -0.00186668        1.59036      0.0826959      0.0418752    -0.00262247        5.54293        6.19091
            995      DRIFT_236        793.219        42.5884       -2.06185        11.3285       0.654583       0.402561       -4.22209      0.0381864     -0.0321193        1.65587      0.0826959      0.0397976    -0.00262247        5.54601        6.20154
            996      DRIFT_236        794.011        45.9327       -2.15953        10.3705       0.554685       0.432814       -4.59043      0.0381864     -0.0623718        1.72139      0.0826959        0.03772    -0.00262247        5.54886        6.21318
            997          SQSK8        794.011        45.9784       -2.16015        10.3808       0.553712       0.433029       -4.59271      0.0383577     -0.0624029        1.72139      0.0827034        0.03772     -0.0022782        5.54886        6.21318
            998      DRIFT_237        794.557        48.3707       -2.22735        9.81439       0.485083       0.453943       -4.87425      0.0383577     -0.0833174        1.76648      0.0827034      0.0364778     -0.0022782         5.5507        6.22178
            999            QF9        795.667        48.3577        2.23863        9.86012      -0.527669       0.938758       -5.49518     -0.0387487       0.385695        1.76728     -0.0812756      0.0357845     0.00101843        5.55429        6.24009
           1000      DRIFT_238        795.798        47.7731        2.22234        10.0006       -0.54466        0.93368       -5.56699     -0.0387487       0.390773        1.75663     -0.0812756       0.035918     0.00101843        5.55472        6.24219
           1001           SFMO        796.548        44.5095        2.12911        10.8906      -0.641903       0.904618       -5.95237     -0.0387487       0.419835        1.69567     -0.0812756      0.0366818     0.00101843        5.55731        6.25364
           1002      DRIFT_239        797.177        41.8805        2.05092        11.7493      -0.723451       0.880247       -6.24195     -0.0387487       0.444206        1.64455     -0.0812756      0.0373224     0.00101843        5.55963        6.26249
           1003      DRIFT_239        797.806        39.3498        1.97273        12.7106      -0.804999       0.855876       -6.50087     -0.0387487       0.468577        1.59343     -0.0812756      0.0379629     0.00101843         5.5621        6.27069
           1004    YO8_DH10_E1        797.806        39.3498        1.97273        12.7106      -0.804999       0.855876       -6.50087     -0.0387487       0.468577        1.59343     -0.0812756      0.0379629     0.00101843         5.5621        6.27069
           1005              D        807.246        13.1639       0.800115        39.4514         -2.027       0.489455       -6.69694     -0.0387803       0.835323        1.00906     -0.0425144      0.0475664     0.00101597        5.63016        6.33994
           1006    YO8_DH10_E2        807.246        13.1639       0.800115        39.4514         -2.027       0.489455       -6.69694     -0.0387803       0.835323        1.00906     -0.0425144      0.0475664     0.00101597        5.63016        6.33994
           1007      DRIFT_241        807.959        12.0863       0.711279        42.4077       -2.11933       0.461805       -6.43063     -0.0387803       0.862973       0.978746     -0.0425144      0.0482908     0.00101597        5.63916        6.34272
           1008      DRIFT_241        808.672        11.1353       0.622442        45.4956       -2.21166       0.434156       -6.12489     -0.0387803       0.890622       0.948433     -0.0425144      0.0490151     0.00101597        5.64895         6.3453
           1009      DRIFT_241        809.385        10.3111       0.533606        48.7152       -2.30398       0.406506       -5.77972     -0.0387803       0.918272       0.918121     -0.0425144      0.0497395     0.00101597        5.65955        6.34771
           1010            QD9        810.495        10.3184      -0.540451        48.7112        2.30748      -0.103472       -5.20484      0.0364638       0.392804       0.918572      0.0433328      0.0482673    -0.00364549        5.67701        6.35127
           1011      DRIFT_243        810.626        10.4622      -0.556862        48.1086        2.29047     -0.0986938       -5.14043      0.0364638       0.388025        0.92425      0.0433328      0.0477895    -0.00364549        5.67902        6.35171
           1012           SDPO        811.376         11.368      -0.650778         44.746        2.19309      -0.071346        -4.7959      0.0364638       0.360677        0.95675      0.0433328      0.0450554    -0.00364549        5.68997        6.35428
