          Index           Name          S[cm]     Beta1x[cm]         Alfa1x     Beta1y[cm]         Alfa1y    Nu1 [2*PI]      Beta2x[cm]         Alfa2x     Beta2y[cm]         Alfa2y     Nu2 [2*PI]              U        Dx [cm]            Dxp         Dy[cm]            Dyp      Q1 [2*PI]      Q2 [2*PI]        m56[m] 
           2239      DRIFT_693         222341        3993.87        1.93709        59.6103     -0.0365252     -0.0279509        219.201       0.106247        1096.05      -0.671309      -0.472177      0.0518089         159.69     -0.0811786        1.53196     0.00127104         16.115        17.2109       -4.05132
           2240      DRIFT_693         222404        3754.81        1.86384        64.4715     -0.0407648     -0.0338692        206.088       0.102238        1185.37      -0.748761      -0.466287      0.0518089        154.584     -0.0811786         1.6119     0.00127104        16.1175        17.2193       -4.05132
           2241   YO12_DH20_E1         222404        3754.81        1.86384        64.4715     -0.0407648     -0.0338692        206.088       0.102238        1185.37      -0.748761      -0.466287      0.0518089        154.584     -0.0811786         1.6119     0.00127104        16.1175        17.2193       -4.05132
           2242              D         223348        1272.99       0.764708        201.363      -0.104182     -0.0373358        69.8265      0.0420794        3693.79       -1.90727      -0.462782      0.0518089        96.2683     -0.0423592         2.8107     0.00126835        16.1846        17.2896       -4.10001
           2243   YO12_DH20_E2         223348        1272.99       0.764708        201.363      -0.104182     -0.0373358        69.8265      0.0420794        3693.79       -1.90727      -0.462782      0.0518089        96.2683     -0.0423592         2.8107     0.00126835        16.1846        17.2896       -4.10001
           2244      DRIFT_695         223419        1169.87       0.681599        216.561      -0.108976     -0.0313298        64.1504      0.0375306        3972.01       -1.99484      -0.468761      0.0518089        93.2482     -0.0423592        2.90113     0.00126835        16.1934        17.2924       -4.10001
           2245      DRIFT_695         223491         1078.6       0.598491        232.443      -0.113769      -0.024366        59.1229      0.0329819        4262.71       -2.08241      -0.475698      0.0518089         90.228     -0.0423592        2.99156     0.00126835         16.203         17.295       -4.10001
           2246      DRIFT_695         223562        999.184       0.515383        249.008      -0.118563     -0.0164381        54.7441      0.0284331         4565.9       -2.16998        -0.4836      0.0518089        87.2079     -0.0423592        3.08199     0.00126835        16.2134        17.2975       -4.10001
           2247             QD         223673        999.846      -0.521552        249.144       0.117375    -0.00296323         54.733     -0.0283291        4567.52        2.15593      -0.497042      0.0518089        87.0308      0.0391407        3.06033    -0.00165531        16.2305        17.3011       -4.10001
           2248      DRIFT_697         223686        1013.72      -0.536901        246.079       0.116509     -0.0014352        55.4864     -0.0291639        4511.22        2.14001      -0.498567      0.0518089        87.5437      0.0391407        3.03863    -0.00165531        16.2324        17.3015       -4.10001
           2249           SDMO         223761        1100.84      -0.624746        228.975       0.111554     0.00668164        60.2194     -0.0339417        4197.05        2.04893       0.493327      0.0518089        90.4793      0.0391407        2.91449    -0.00165531        16.2432        17.3041       -4.10001
           2250      DRIFT_698         223824        1184.06      -0.698413        215.203       0.107398      0.0126626        64.7409     -0.0379484        3944.11        1.97254       0.487351      0.0518089         92.941      0.0391407        2.81037    -0.00165531        16.2515        17.3064       -4.10001
           2251      DRIFT_698         223887        1276.55       -0.77208        201.955       0.103243       0.017898        69.7665     -0.0419551        3700.79        1.89616       0.482115      0.0518089        95.4028      0.0391407        2.70626    -0.00165531        16.2592        17.3089       -4.10001
           2252    YO1_DH20_E1         223887        1276.55       -0.77208        201.955       0.103243       0.017898        69.7665     -0.0419551        3700.79        1.89616       0.482115      0.0518089        95.4028      0.0391407        2.70626    -0.00165531        16.2592        17.3089       -4.10001
           2253              D         224831        3777.02       -1.87613         65.809      0.0409193      0.0150005        205.694      -0.102003        1201.25       0.750556       0.484955      0.0518089        150.699      0.0780005         1.1424    -0.00165744         16.326        17.3787       -4.14754
           2254    YO1_DH20_E2         224831        3777.02       -1.87613         65.809      0.0409193      0.0150005        205.694      -0.102003        1201.25       0.750556       0.484955      0.0518089        150.699      0.0780005         1.1424    -0.00165744         16.326        17.3787       -4.14754
           2255      DRIFT_700         224902         4050.5       -1.95955        60.3107      0.0361972     0.00841436        220.563       -0.10654        1100.41       0.663757       0.491558      0.0518089        156.261      0.0780005        1.02423    -0.00165744        16.3288        17.3881       -4.14754
           2256      DRIFT_700         224973        4335.87       -2.04296        55.4858      0.0314751    0.000812129        236.078      -0.111077        1011.95       0.576958       0.499185      0.0518089        161.822      0.0780005       0.906053    -0.00165744        16.3313        17.3983       -4.14754
           2257      DRIFT_700         225045        4633.14       -2.12638        51.3342      0.0267529    -0.00781165        252.241      -0.115614        935.863       0.490159      -0.492159      0.0518089        167.383      0.0780005       0.787879    -0.00165744        16.3337        17.4093       -4.14754
           2258             QF         225156        4630.64        2.14812         51.247     -0.0259403     -0.0224455        252.073       0.117078        933.822      -0.471149      -0.477463      0.0518089        167.425     -0.0772527       0.641308     -0.0010059        16.3373        17.4276       -4.14754
           2259      DRIFT_702         225169        4574.54        2.13252        51.9381     -0.0267987     -0.0241104        249.015       0.116226        946.377      -0.486881       -0.47579      0.0518089        166.413     -0.0772527       0.628126     -0.0010059        16.3377        17.4297       -4.14754
           2260           SFMO         225244        4261.36        2.04322        56.3264     -0.0317118     -0.0329904        231.947       0.111349        1026.16      -0.576918      -0.466868      0.0518089        160.619     -0.0772527       0.552684     -0.0010059        16.3403        17.4412       -4.14754
           2261      DRIFT_703         225307        4009.06        1.96833        60.5746     -0.0358319     -0.0395771        218.198       0.107259        1103.48      -0.652424       -0.46025      0.0518089         155.76     -0.0772527       0.489418     -0.0010059        16.3426        17.4501       -4.14754
           2262      DRIFT_703         225370        3766.17        1.89344         65.341      -0.039952     -0.0453814        204.963       0.103169         1190.3      -0.727929      -0.454416      0.0518089        150.901     -0.0772527       0.426151     -0.0010059         16.345        17.4584       -4.14754
           2263    YO1_DH19_E1         225370        3766.17        1.89344         65.341      -0.039952     -0.0453814        204.963       0.103169         1190.3      -0.727929      -0.454416      0.0518089        150.901     -0.0772527       0.426151     -0.0010059         16.345        17.4584       -4.14754
           2264              D         226314        1250.43       0.770403          199.1       -0.10171     -0.0482532        68.0209      0.0418348        3633.58       -1.85973      -0.451566      0.0518089        96.2583     -0.0384978      -0.523506    -0.00100587        16.4127        17.5292       -4.19482
           2265    YO1_DH19_E2         226314        1250.43       0.770403          199.1       -0.10171     -0.0482532        68.0209      0.0418348        3633.58       -1.85973      -0.451566      0.0518089        96.2583     -0.0384978      -0.523506    -0.00100587        16.4127        17.5292       -4.19482
           2266      DRIFT_705         226385        1146.64       0.685297        213.936      -0.106376     -0.0421114        62.3868      0.0371868        3904.87       -1.94523      -0.457739      0.0518089        93.5135     -0.0384978      -0.595224    -0.00100587        16.4217        17.5321       -4.19482
           2267      DRIFT_705         226456        1054.99       0.600191        229.438      -0.111042     -0.0349762        57.4154      0.0325388        4188.35       -2.03074      -0.464907      0.0518089        90.7687     -0.0384978      -0.666941    -0.00100587        16.4315        17.5347       -4.19482
           2268      DRIFT_705         226528        975.468       0.515085        245.604      -0.115708     -0.0268386        53.1069      0.0278908        4484.02       -2.11624      -0.473079      0.0518089        88.0238     -0.0384978      -0.738659    -0.00100587        16.4421        17.5372       -4.19482
           2269             QD         226639        973.917      -0.500629        245.491       0.116694     -0.0129791        53.0611     -0.0274644        4482.78        2.12703      -0.486987      0.0518089        88.3229      0.0439327       -0.81005   -0.000269215        16.4596        17.5409       -4.19482
           2270      DRIFT_707         226652        987.241      -0.516099        242.444       0.115824     -0.0114051        53.7921     -0.0283136        4427.24        2.11118      -0.488566      0.0518089        88.8986      0.0439327      -0.813578   -0.000269215        16.4616        17.5413       -4.19482
           2271           SDPO         226727         1071.3      -0.604636        225.444       0.110844    -0.00303607        58.4036     -0.0331737        4117.37        2.02044      -0.496957      0.0518089        92.1935      0.0439327      -0.833769   -0.000269215        16.4726         17.544       -4.19482
           2272      DRIFT_708         226790        1152.02      -0.678883        211.763       0.106667     0.00313815        62.8329     -0.0372494           3868        1.94435       0.496856      0.0518089        94.9567      0.0439327      -0.850701   -0.000269215        16.4812        17.5464       -4.19482
           2273      DRIFT_708         226853        1242.09       -0.75313        198.608       0.102491     0.00854714        67.7749     -0.0413252         3628.2        1.86826       0.491439      0.0518089        97.7199      0.0439327      -0.867634   -0.000269215        16.4891        17.5489       -4.19482
           2274    YO1_DH18_E1         226853        1242.09       -0.75313        198.608       0.102491     0.00854714        67.7749     -0.0413252         3628.2        1.86826       0.491439      0.0518089        97.7199      0.0439327      -0.867634   -0.000269215        16.4891        17.5489       -4.19482
           2275              D         227797        3715.96       -1.86722        64.1507      0.0398666     0.00563546        203.543      -0.102482        1176.65       0.727332       0.494378      0.0518089        157.524      0.0827602       -1.12112   -0.000267733        16.5575        17.6202        -4.2425
           2276    YO1_DH18_E2         227797        3715.96       -1.86722        64.1507      0.0398666     0.00563546        203.543      -0.102482        1176.65       0.727332       0.494378      0.0518089        157.524      0.0827602       -1.12112   -0.000267733        16.5575        17.6202        -4.2425
           2277      DRIFT_710         227876        4021.03       -1.96127        58.2201      0.0345582    -0.00201303        220.287      -0.107645        1068.44       0.630619      -0.497992      0.0518089        164.118      0.0827602       -1.14245   -0.000267733        16.5606        17.6309        -4.2425
           2278      DRIFT_710         227956         4341.1       -2.05531        53.1355      0.0292498     -0.0109589        237.854      -0.112807        975.642       0.533906      -0.489074      0.0518089        170.713      0.0827602       -1.16379   -0.000267733        16.5635        17.6427        -4.2425
           2279          QGTJO         227956         4341.1       -2.06399        53.1355      0.0293561     -0.0109589        237.854      -0.113283        975.642       0.535857      -0.489074      0.0518089        170.713      0.0831016       -1.16379   -0.000265406        16.5635        17.6427        -4.2425
           2280      DRIFT_711         228010        4569.71       -2.12879        50.1327      0.0257174     -0.0178268        250.402       -0.11684        920.821       0.469564      -0.482231      0.0518089        175.244      0.0831016       -1.17826   -0.000265406        16.5654        17.6514        -4.2425
           2281             QF         228121        4574.06        2.09091        50.1721     -0.0260853     -0.0328287        250.681       0.114408        922.086      -0.481346      -0.467291      0.0518089        175.443     -0.0795582       -1.26888    -0.00138132         16.569        17.6699        -4.2425
           2282      DRIFT_712         228135        4519.46        2.07581        50.8674     -0.0269641     -0.0345328        247.693       0.113583        934.913      -0.497417      -0.465595      0.0518089          174.4     -0.0795582       -1.28699    -0.00138132        16.5694        17.6721        -4.2425
           2283           SFPO         228210        4214.57        1.98938        55.2892     -0.0319937     -0.0436111         231.01       0.108864        1016.42       -0.58939      -0.456559      0.0518089        168.433     -0.0795582       -1.39059    -0.00138132         16.572        17.6837        -4.2425
           2284      DRIFT_713         228272        3968.88         1.9169         59.579     -0.0362115     -0.0503312        217.565       0.104907        1095.41      -0.666519      -0.449873      0.0518089        163.429     -0.0795582       -1.47746    -0.00138132        16.5743        17.6927        -4.2425
           2285      DRIFT_713         228335        3732.31        1.84442        64.3993     -0.0404294     -0.0562414        204.617       0.100949        1184.11      -0.743648      -0.443993      0.0518089        158.425     -0.0795582       -1.56434    -0.00138132        16.5768         17.701        -4.2425
           2286    YO1_DH17_E1         228335        3732.31        1.84442        64.3993     -0.0404294     -0.0562414        204.617       0.100949        1184.11      -0.743648      -0.443993      0.0518089        158.425     -0.0795582       -1.56434    -0.00138132        16.5768         17.701        -4.2425
           2287              D         229279        1277.03       0.756417        200.286       -0.10343     -0.0598408        70.1016       0.041541        3677.15       -1.89568      -0.440404      0.0518089        101.684     -0.0406489       -2.86678    -0.00137752         16.644        17.7716       -4.29087
           2288    YO1_DH17_E2         229279        1277.03       0.756417        200.286       -0.10343     -0.0598408        70.1016       0.041541        3677.15       -1.89568      -0.440404      0.0518089        101.684     -0.0406489       -2.86678    -0.00137752         16.644        17.7716       -4.29087
           2289      DRIFT_715         229351        1175.03       0.674276        215.374      -0.108194     -0.0538836        64.4977      0.0370559        3953.68       -1.98279      -0.446329      0.0518089         98.786     -0.0406489         -2.965    -0.00137752        16.6528        17.7744       -4.29087
           2290      DRIFT_715         229422        1084.74       0.592135        231.142      -0.112958     -0.0469825        59.5335      0.0325708        4242.63        -2.0699      -0.453195      0.0518089        95.8878     -0.0406489       -3.06321    -0.00137752        16.6623         17.777       -4.29087
           2291      DRIFT_715         229493        1006.16       0.509994        247.589      -0.117722     -0.0391338        55.2087      0.0280857           4544       -2.15701      -0.461006      0.0518089        92.9896     -0.0406489       -3.16143    -0.00137752        16.6726        17.7795       -4.29087
           2292             QD         229604         1008.7       -0.53371        247.686        0.11688     -0.0258146        55.3202     -0.0291246           4545        2.14839      -0.474268      0.0518089         93.312      0.0465081       -3.14752     0.00162596        16.6896        17.7831       -4.29087
           2293      DRIFT_717         229617        1022.89      -0.549091        244.634       0.116016     -0.0243066        56.0945     -0.0299614         4488.9        2.13249       -0.47577      0.0518089        93.9215      0.0465081       -3.12621     0.00162596        16.6915        17.7835       -4.29087
           2294           SDMO         229692        1111.86      -0.637119        227.603       0.111066     -0.0163066        60.9479     -0.0347504        4175.85        2.04149       -0.48374      0.0518089        97.4096      0.0465081       -3.00426     0.00162596        16.7022        17.7861       -4.29087
           2295      DRIFT_718         229755        1196.64      -0.710939        213.892       0.106916     -0.0104249        65.5718     -0.0387665        3923.85        1.96517      -0.489602      0.0518089        100.335      0.0465081       -2.90199     0.00162596        16.7104        17.7885       -4.29087
           2296      DRIFT_718         229818        1290.71       -0.78476        200.705       0.102765    -0.00528783        70.7008     -0.0427826        3681.45        1.88886      -0.494725      0.0518089         103.26      0.0465081       -2.79973     0.00162596         16.718         17.791       -4.29087
           2297    YO1_DH16_E1         229818        1290.71       -0.78476        200.705       0.102765    -0.00528783        70.7008     -0.0427826        3681.45        1.88886      -0.494725      0.0518089         103.26      0.0465081       -2.79973     0.00162596         16.718         17.791       -4.29087
           2298              D         230762        3817.83       -1.89185         65.373      0.0405251    -0.00943039        208.353      -0.103012        1194.36       0.744486      -0.490556      0.0518089        165.491       0.085326       -1.26329     0.00162865        16.7841        17.8612       -4.34088
           2299    YO1_DH16_E2         230762        3817.83       -1.89185         65.373      0.0405251    -0.00943039        208.353      -0.103012        1194.36       0.744486      -0.490556      0.0518089        165.491       0.085326       -1.26329     0.00162865        16.7841        17.8612       -4.34088
           2300      DRIFT_720         230842        4126.78       -1.98531        59.3348      0.0352514     -0.0169583        225.175      -0.108097        1083.44       0.647524       -0.48301      0.0518089         172.29       0.085326       -1.13351     0.00162865        16.7871        17.8717       -4.34088
           2301      DRIFT_720         230922        4450.63       -2.07878         54.137      0.0299778     -0.0257556        242.808      -0.113182        987.972       0.550561      -0.474187      0.0518089         179.09       0.085326       -1.00373     0.00162865        16.7899        17.8834       -4.34088
           2302          QGTJO         230922        4450.63       -2.08768         54.137      0.0300861     -0.0257556        242.808      -0.113668        987.972       0.552537      -0.474187      0.0518089         179.09      0.0856842       -1.00373     0.00163065        16.7899        17.8834       -4.34088
           2303      DRIFT_721         230976         4681.8       -2.15209        51.0532       0.026471      -0.032509        255.394      -0.117172        931.342        0.48607      -0.467411      0.0518089        183.762      0.0856842      -0.914816     0.00163065        16.7917        17.8919       -4.34088
           2304             QF         231087        4680.02        2.16756        51.0034     -0.0260079      -0.047274        255.248        0.11844        929.803      -0.471742      -0.452586      0.0518089        183.814     -0.0847426      -0.777797     0.00085911        16.7952        17.9103       -4.34088
           2305      DRIFT_722         231100        4623.42        2.15189        51.6964     -0.0268713     -0.0489533        252.155       0.117582        942.375       -0.48755      -0.450899      0.0518089        182.704     -0.0847426      -0.766539     0.00085911        16.7957        17.9124       -4.34088
           2306           SFMO         231175        4307.36        2.06219        56.0978      -0.031813     -0.0579107        234.886       0.112672        1022.29      -0.578021      -0.441899      0.0518089        176.348     -0.0847426      -0.702106     0.00085911        16.7982         17.924       -4.34088
           2307      DRIFT_723         231238        4052.69        1.98696        60.3602     -0.0359571      -0.064556        220.972       0.108554        1099.77      -0.653891      -0.435219      0.0518089        171.018     -0.0847426      -0.648072     0.00085911        16.8005        17.9329       -4.34088
           2308      DRIFT_723         231301        3807.48        1.91174        65.1439     -0.0401013     -0.0704138        207.576       0.104436         1186.8       -0.72976      -0.429329      0.0518089        165.688     -0.0847426      -0.594038     0.00085911        16.8029        17.9412       -4.34088
           2309    YO1_DH15_E1         231301        3807.48        1.91174        65.1439     -0.0401013     -0.0704138        207.576       0.104436         1186.8       -0.72976      -0.429329      0.0518089        165.688     -0.0847426      -0.594038     0.00085911        16.8029        17.9412       -4.34088
           2310              D         232245         1266.5       0.781151        199.175      -0.101727     -0.0741694        68.8884      0.0425436        3632.33       -1.85804      -0.425506      0.0518089        104.145     -0.0456535       0.217509    0.000859715        16.8697        18.0121       -4.39145
           2311    YO1_DH15_E2         232245         1266.5       0.781151        199.175      -0.101727     -0.0741694        68.8884      0.0425436        3632.33       -1.85804      -0.425506      0.0518089        104.145     -0.0456535       0.217509    0.000859715        16.8697        18.0121       -4.39145
           2312      DRIFT_725         232316        1161.17       0.696186        214.014      -0.106393       -0.06814        63.1534      0.0378923        3903.37       -1.94345      -0.431567      0.0518089         100.89     -0.0456535       0.278805    0.000859715        16.8786         18.015       -4.39145
           2313      DRIFT_725         232388        1067.96       0.611221        229.517      -0.111058     -0.0611247        58.0818      0.0332409        4186.59       -2.02887      -0.438618      0.0518089        97.6348     -0.0456535       0.340102    0.000859715        16.8883        18.0176       -4.39145
           2314      DRIFT_725         232459        986.855       0.526257        245.687      -0.115723     -0.0531122        53.6733      0.0285896        4481.99       -2.11428      -0.446671      0.0518089        94.3797     -0.0456535       0.401398    0.000859715        16.8988        18.0201       -4.39145
           2315             QD         232570        983.898      -0.498697        245.557       0.116847     -0.0394421        53.5257     -0.0272135        4480.34        2.12863      -0.460408      0.0518089        94.2081      0.0425349       0.474336    0.000442989        16.9161        18.0238       -4.39145
           2316      DRIFT_727         232583         997.17      -0.513985        242.506       0.115975     -0.0378883          54.25      -0.028052        4424.75        2.11275      -0.461969      0.0518089        94.7656      0.0425349       0.480141    0.000442989        16.9181        18.0242       -4.39145
           2317           SDPO         232658        1080.83      -0.601476        225.484       0.110985     -0.0296223        58.8177     -0.0328507        4114.66        2.02185      -0.470273      0.0518089        97.9557      0.0425349       0.513365    0.000442989         16.929        18.0269       -4.39145
           2318      DRIFT_728         232721         1161.1      -0.674847        211.786       0.106801     -0.0235189        63.2031     -0.0368749        3865.12        1.94562      -0.476403      0.0518089        100.631      0.0425349       0.541227    0.000442989        16.9375        18.0293       -4.39145
           2319      DRIFT_728         232784        1250.61      -0.748217        198.615       0.102616     -0.0181679        68.0947     -0.0408992        3625.18        1.86939      -0.481776      0.0518089        103.306      0.0425349       0.569089    0.000442989        16.9454        18.0318       -4.39145
           2320    YO1_DH14_E1         232784        1250.61      -0.748217        198.615       0.102616     -0.0181679        68.0947     -0.0408992        3625.18        1.86939      -0.481776      0.0518089        103.306      0.0425349       0.569089    0.000442989        16.9454        18.0318       -4.39145
           2321              D         233728        3703.72       -1.85046        64.0007       0.039889     -0.0212874         202.38      -0.101355        1172.82       0.726723      -0.478727      0.0518089        161.836      0.0814622        0.98667    0.000441523        17.0136        18.1033       -4.44225
           2322    YO1_DH14_E2         233728        3703.72       -1.85046        64.0007       0.039889     -0.0212874         202.38      -0.101355        1172.82       0.726723      -0.478727      0.0518089        161.836      0.0814622        0.98667    0.000441523        17.0136        18.1033       -4.44225
           2323      DRIFT_730         233808        4006.04       -1.94348        58.0677       0.034566     -0.0289516         218.94      -0.106457        1064.73       0.629755      -0.471079      0.0518089        168.327      0.0814622        1.02185    0.000441523        17.0168         18.114       -4.44225
           2324      DRIFT_730         233887        4323.18        -2.0365        52.9831       0.029243     -0.0379187        236.312      -0.111559        972.091       0.532786      -0.462137      0.0518089        174.818      0.0814622        1.05704    0.000441523        17.0197        18.1259       -4.44225
           2325          QGTJO         233887        4323.18       -2.04514        52.9831      0.0293489     -0.0379187        236.312      -0.112031        972.091       0.534731      -0.462137      0.0518089        174.818      0.0818118        1.05704    0.000439409        17.0197        18.1259       -4.44225
           2326      DRIFT_731         233942         4549.7       -2.10923        49.9815      0.0257002     -0.0448044        248.721      -0.115546        917.403       0.468263      -0.455274      0.0518089        179.279      0.0818118        1.08099    0.000439409        17.0215        18.1346       -4.44225
           2327             QF         234053        4551.96         2.0896          50.01     -0.0259656     -0.0598482        248.897       0.114019        918.629      -0.479687      -0.440289      0.0518089        179.135     -0.0843834        1.18624     0.00147298        17.0251        18.1532       -4.44225
           2328      DRIFT_732         234066        4497.39        2.07445        50.7021     -0.0268456     -0.0615571        245.919       0.113193        931.413      -0.495795      -0.438588      0.0518089        178.029     -0.0843834        1.20554     0.00147298        17.0256        18.1553       -4.44225
           2329           SFPO         234141        4192.73        1.98769        55.1067     -0.0318822     -0.0706607        229.294       0.108467         1012.7      -0.587984      -0.429528      0.0518089          171.7     -0.0843834        1.31602     0.00147298        17.0282         18.167       -4.44225
           2330      DRIFT_733         234204        3947.27        1.91493        59.3828     -0.0361058     -0.0773983          215.9       0.104504        1091.52      -0.665294      -0.422827      0.0518089        166.393     -0.0843834        1.40866     0.00147298        17.0305         18.176       -4.44225
           2331      DRIFT_733         234267        3710.96        1.84218        64.1902     -0.0403295     -0.0833221        203.003        0.10054        1180.07      -0.742604      -0.416937      0.0518089        161.086     -0.0843834         1.5013     0.00147298         17.033        18.1844       -4.44225
           2332    YO1_DH13_E1         234267        3710.96        1.84218        64.1902     -0.0403295     -0.0833221        203.003        0.10054        1180.07      -0.742604      -0.416937      0.0518089        161.086     -0.0843834         1.5013     0.00147298         17.033        18.1844       -4.44225
           2333              D         235211        1266.16       0.748719        199.792      -0.103165     -0.0865928        69.4709      0.0409715        3670.43       -1.89271      -0.413789      0.0518089        99.8578     -0.0453436          2.889     0.00146613        17.1008        18.2551       -4.49258
           2334    YO1_DH13_E2         235211        1266.16       0.748719        199.792      -0.103165     -0.0865928        69.4709      0.0409715        3670.43       -1.89271      -0.413789      0.0518089        99.8578     -0.0453436          2.889     0.00146613        17.1008        18.2551       -4.49258
           2335      DRIFT_735         235282        1165.25       0.666525        214.842      -0.107921     -0.0805678        63.9477      0.0364939        3946.53       -1.97976      -0.419787      0.0518089        96.6249     -0.0453436        2.99353     0.00146613        17.1096        18.2579       -4.49258
           2336      DRIFT_735         235353        1076.07       0.584331        230.571      -0.112677     -0.0735948         59.063      0.0320163        4235.04       -2.06681      -0.426727      0.0518089        93.3919     -0.0453436        3.09807     0.00146613        17.1192        18.2606       -4.49258
           2337      DRIFT_735         235425        998.606       0.502137        246.977      -0.117433     -0.0656716        54.8169      0.0275387        4535.97       -2.15386      -0.434611      0.0518089         90.159     -0.0453436         3.2026     0.00146613        17.1296         18.263       -4.49258
           2338             QD         235536         1002.2      -0.535633        247.077       0.116562     -0.0522419         55.014     -0.0293763        4537.16        2.14352      -0.447974      0.0518089        89.8011      0.0388386        3.19623    -0.00157985        17.1467        18.2667       -4.49258
           2339      DRIFT_737         235549        1016.44      -0.551141        244.034       0.115699     -0.0507225         55.795     -0.0302213        4481.19        2.12765      -0.449486      0.0518089        90.3101      0.0388386        3.17553    -0.00157985        17.1487        18.2671       -4.49258
           2340           SDMO         235624        1105.77      -0.639894        227.049        0.11076      -0.042666        60.6909      -0.035057        4168.85        2.03684      -0.457503      0.0518089         93.223      0.0388386        3.05704    -0.00157985        17.1593        18.2697       -4.49258
           2341      DRIFT_738         235687        1190.94      -0.714322        213.377       0.106618     -0.0367475        65.3558     -0.0391123        3917.42        1.96068      -0.463392      0.0518089        95.6657      0.0388386        2.95767    -0.00157985        17.1676        18.2721       -4.49258
           2342      DRIFT_738         235750        1285.48       -0.78875        200.226       0.102476     -0.0315826        70.5308     -0.0431676        3675.58        1.88453      -0.468532      0.0518089        98.1085      0.0388386        2.85831    -0.00157985        17.1753        18.2746       -4.49258
           2343    YO1_DH12_E1         235750        1285.48       -0.78875        200.226       0.102476     -0.0315826        70.5308     -0.0431676        3675.58        1.88453      -0.468532      0.0518089        98.1085      0.0388386        2.85831    -0.00157985        17.1753        18.2746       -4.49258
           2344              D         236694        3826.65       -1.90203        65.3888      0.0403286     -0.0357635         209.35      -0.103825        1195.75       0.741825      -0.464245      0.0518089        153.068      0.0775832        1.36629    -0.00158087        17.2414        18.3448       -4.54136
           2345    YO1_DH12_E2         236694        3826.65       -1.90203        65.3888      0.0403286     -0.0357635         209.35      -0.103825        1195.75       0.741825      -0.464245      0.0518089        153.068      0.0775832        1.36629    -0.00158087        17.2414        18.3448       -4.54136
           2346      DRIFT_740         236773        4137.28       -1.99609        59.3802      0.0350756     -0.0432934        226.305       -0.10895        1085.22       0.645239      -0.456699      0.0518089        159.251      0.0775832        1.24032    -0.00158087        17.2444        18.3553       -4.54136
           2347      DRIFT_740         236853        4462.89       -2.09015        54.2088      0.0298225      -0.052086        244.077      -0.114075        990.088       0.548652      -0.447884      0.0518089        165.433      0.0775832        1.11434    -0.00158087        17.2472        18.3669       -4.54136
           2348          QGTJO         236853        4462.89       -2.09907        54.2088       0.029931      -0.052086        244.077      -0.114563        990.088       0.550632      -0.447884      0.0518089        165.433      0.0779141        1.11434     -0.0015831        17.2472        18.3669       -4.54136
           2349      DRIFT_741         236908        4695.33       -2.16389        51.1412      0.0263301     -0.0588314        256.763      -0.118094        933.651       0.484423      -0.441117      0.0518089        169.681      0.0779141        1.02802     -0.0015831         17.249        18.3755       -4.54136
           2350             QF         237019         4694.6        2.17024        51.1325     -0.0262495     -0.0735681        256.671       0.118894        932.717      -0.475725      -0.426325      0.0518089        169.596     -0.0794417       0.902217   -0.000702961        17.2525        18.3938       -4.54136
           2351      DRIFT_742         237032        4637.92        2.15458        51.8319     -0.0271141     -0.0752433        253.566       0.118035        945.393      -0.491537      -0.424643      0.0518089        168.554     -0.0794417       0.893005   -0.000702961        17.2529        18.3959       -4.54136
           2352           SFMO         237107        4321.45        2.06497        56.2701     -0.0320618     -0.0841761        236.229        0.11312        1025.91      -0.582029      -0.415667      0.0518089        162.596     -0.0794417       0.840283   -0.000702961        17.2555        18.4074       -4.54136
           2353      DRIFT_743         237170        4066.43        1.98983        60.5641      -0.036211     -0.0908002        222.259       0.108999         1103.9      -0.657916      -0.409007      0.0518089          157.6     -0.0794417        0.79607   -0.000702961        17.2577        18.4163       -4.54136
           2354      DRIFT_743         237233        3820.85        1.91468        65.3801     -0.0403602     -0.0966375        208.807       0.104877        1191.43      -0.733802      -0.403134      0.0518089        152.603     -0.0794417       0.751857   -0.000702961        17.2601        18.4246       -4.54136
           2355    YO1_DH11_E1         237233        3820.85        1.91468        65.3801     -0.0403602     -0.0966375        208.807       0.104877        1191.43      -0.733802      -0.403134      0.0518089        152.603     -0.0794417       0.751857   -0.000702961        17.2601        18.4246       -4.54136
           2356              D         238177        1270.64       0.786676        200.169       -0.10234      -0.100345        69.1961      0.0430084        3648.42        -1.8674      -0.399222      0.0518089        95.9598     -0.0405579      0.0877996   -0.000703659        17.3267        18.4952        -4.5894
           2357    YO1_DH11_E2         238177        1270.64       0.786676        200.169       -0.10234      -0.100345        69.1961      0.0430084        3648.42        -1.8674      -0.399222      0.0518089        95.9598     -0.0405579      0.0877996   -0.000703659        17.3267        18.4952        -4.5894
           2358      DRIFT_745         238256        1152.85       0.691483        216.896      -0.107578      -0.093556        62.7579      0.0377872        3953.67        -1.9632      -0.406033      0.0518089         92.728     -0.0405579      0.0317284   -0.000703659        17.3367        18.4984        -4.5894
           2359      DRIFT_745         238336        1050.24        0.59629        234.458      -0.112816     -0.0855327        57.1518      0.0325661        4274.18         -2.059      -0.414087      0.0518089        89.4961     -0.0405579     -0.0243429   -0.000703659        17.3476        18.5013        -4.5894
           2360          SQSK2         238336        1050.24       0.596716        234.458      -0.112389     -0.0855327        57.1518      0.0321421        4274.18       -2.05943      -0.414087       0.052063        89.4961     -0.0405579     -0.0243429   -0.000793155        17.3476        18.5013        -4.5894
