          Index           Name          S[cm]     Beta1x[cm]         Alfa1x     Beta1y[cm]         Alfa1y    Nu1 [2*PI]      Beta2x[cm]         Alfa2x     Beta2y[cm]         Alfa2y     Nu2 [2*PI]              U        Dx [cm]            Dxp         Dy[cm]            Dyp      Q1 [2*PI]      Q2 [2*PI]        m56[m] 
            201     YI6_DH6_E2        10961.3         3923.5        -1.5942        71.7416      0.0374817      -0.392471        217.538     -0.0887159        1297.32       0.669928      -0.107362      0.0521787        52.8634      0.0501603        1.31108    0.000549371       0.508197       0.982786      0.0014674
            202       DRIFT_27        11040.3        4180.68       -1.66342        66.1818      0.0329395      -0.399051         231.85     -0.0925604        1198.01       0.587945      -0.100723      0.0521787        56.8235      0.0501603        1.35445    0.000549371       0.511137       0.992345      0.0014674
            203       DRIFT_27        11119.2         4448.8       -1.73264        61.3393      0.0283973      -0.406587        246.769     -0.0964049        1111.65       0.505961     -0.0931366      0.0521787        60.7837      0.0501603        1.39782    0.000549371       0.513899        1.00267      0.0014674
            204          QGTTI        11119.2         4448.8       -1.72374        61.3393      0.0282746      -0.406587        246.769     -0.0959114        1111.65       0.503738     -0.0931366      0.0521787        60.7837      0.0500387        1.39782    0.000552167       0.513899        1.00267      0.0014674
            205       DRIFT_28        11173.8        4639.41       -1.77118         58.426      0.0251431      -0.412344        257.374     -0.0985462        1059.78       0.447215     -0.0873512      0.0521787        63.5127      0.0500387        1.42794    0.000552167        0.51571        1.01026      0.0014674
            206           Q7I6        11266.8        4613.16        2.04627        58.6079     -0.0271487       -0.42273        255.969       0.113267        1064.77      -0.502192     -0.0769333      0.0521787         65.689    -0.00352222        1.53497     0.00176487       0.518703        1.02364      0.0014674
            207       DRIFT_29        11364.6         4223.2        1.93838        64.4871     -0.0329258       -0.43262        234.381       0.107321        1173.41      -0.607943     -0.0670289      0.0521787        65.3443    -0.00352222        1.70769     0.00176487       0.522048        1.03687      0.0014674
            208       DRIFT_29        11462.5        3854.36        1.83049        71.4971     -0.0387029      -0.440941        213.957       0.101375        1302.76      -0.713694     -0.0587068      0.0521787        64.9996    -0.00352222        1.88041     0.00176487       0.525708        1.04882      0.0014674
            209       DRIFT_29        11560.4        3506.63         1.7226        79.6378       -0.04448      -0.447704        194.697      0.0954287         1452.8      -0.819445       -0.05195      0.0521787        64.6549    -0.00352222        2.05313     0.00176487       0.529724        1.05956      0.0014674
            210       DRIFT_29        11658.2        3180.02        1.61472        88.9093     -0.0502571      -0.452947          176.6      0.0894827        1623.54      -0.925196      -0.046715      0.0521787        64.3102    -0.00352222        2.22585     0.00176487       0.534145        1.06918      0.0014674
            211       DRIFT_29        11756.1        2874.53        1.50683        99.3116     -0.0560342      -0.456717        159.668      0.0835366        1814.98       -1.03095     -0.0429513      0.0521787        63.9655    -0.00352222        2.39857     0.00176487       0.539029        1.07778      0.0014674
            212       DRIFT_29          11854        2590.15        1.39894        110.845     -0.0618113      -0.459055        143.899      0.0775906        2027.11        -1.1367     -0.0406144      0.0521787        63.6208    -0.00352222        2.57129     0.00176487        0.54444        1.08548      0.0014674
            213       DRIFT_29        11951.8         2326.9        1.29105        123.508     -0.0675884      -0.459988        129.294      0.0716445        2259.95       -1.24245     -0.0396746      0.0521787        63.2761    -0.00352222        2.74401     0.00176487       0.550455        1.09238      0.0014674
            214       DRIFT_29        12049.7        2084.76        1.18317        137.303     -0.0733654      -0.459526        115.853      0.0656985        2513.49        -1.3482     -0.0401212      0.0521787        62.9314    -0.00352222        2.91673     0.00176487        0.55716        1.09857      0.0014674
            215       DRIFT_29        12147.5        1863.73        1.07528        152.228     -0.0791425      -0.457656        103.575      0.0597524        2787.72       -1.45395     -0.0419648      0.0521787        62.5867    -0.00352222        3.08945     0.00176487       0.564652        1.10415      0.0014674
            216       DRIFT_29        12245.4        1663.82       0.967391        168.284     -0.0849196      -0.454347         92.462      0.0538064        3082.65        -1.5597     -0.0452366      0.0521787         62.242    -0.00352222        3.26217     0.00176487        0.57304        1.10919      0.0014674
            217       DRIFT_29        12343.3        1485.03       0.859504        185.471     -0.0906967      -0.449551        82.5123      0.0478603        3398.28       -1.66545     -0.0499847      0.0521787        61.8973    -0.00352222        3.43489     0.00176487       0.582437        1.11375      0.0014674
            218       DRIFT_29        12441.1        1327.36       0.751616        203.789     -0.0964738      -0.443209        73.7265      0.0419143        3734.61        -1.7712     -0.0562678      0.0521787        61.5526    -0.00352222         3.6076     0.00176487        0.59296         1.1179      0.0014674
            219       DRIFT_29          12539        1190.81       0.643728        223.237      -0.102251      -0.435266        66.1044      0.0359682        4091.64       -1.87695     -0.0641429      0.0521787        61.2079    -0.00352222        3.78032     0.00176487       0.604713        1.12167      0.0014674
            220       DRIFT_29        12636.9        1075.37       0.535841        243.816      -0.108028       -0.42569        59.6463      0.0300222        4469.37       -1.98271     -0.0736477      0.0521787        60.8632    -0.00352222        3.95304     0.00176487       0.617774        1.12513      0.0014674
            221           QDA6        12747.9        1074.72      -0.529792        243.085       0.114389      -0.413547        59.5338     -0.0289751        4456.47        2.09504     -0.0857152      0.0521787        63.5685      0.0526764         3.9475    -0.00186399        0.63364        1.12882      0.0014674
            222       DRIFT_32        12802.4        1135.75       -0.58961        230.804       0.110843      -0.408011        62.8714     -0.0322376        4231.53        2.03034     -0.0912249      0.0521787        66.4406      0.0526764        3.84586    -0.00186399       0.641087        1.13071      0.0014674
            223          SQSK6        12802.4        1135.75      -0.589181        230.804       0.111272      -0.408011        62.8714      -0.032671        4231.53        2.02991     -0.0912249       0.051899        66.4406      0.0526802        3.84586    -0.00179755       0.641087        1.13071      0.0014674
            224       DRIFT_33        12881.2        1235.43      -0.675643        213.671       0.106124      -0.400897        68.3925     -0.0373853        3918.94        1.93643     -0.0982381       0.051899        70.5923      0.0526802         3.7042    -0.00179755       0.651133        1.13363      0.0014674
            225       DRIFT_33          12960        1348.74      -0.762105         197.35       0.100977       -0.39485        74.6567     -0.0420996         3621.1        1.84294      -0.104196       0.051899         74.744      0.0526802        3.56253    -0.00179755       0.660351        1.13679      0.0014674
            226     YI6_DH8_E1          12960        1348.74      -0.762105         197.35       0.100977       -0.39485        74.6567     -0.0420996         3621.1        1.84294      -0.104196       0.051899         74.744      0.0526802        3.56253    -0.00179755       0.660351        1.13679      0.0014674
            227              D        13904.1        3761.51       -1.79233        64.9045      0.0393156      -0.401084         207.24     -0.0982687        1198.59       0.723095     -0.0979374       0.051899        142.766      0.0914065        1.86553    -0.00179755       0.725375        1.20747     -0.0385042
            228     YI6_DH8_E2        13904.1        3761.51       -1.79233        64.9045      0.0393156      -0.401084         207.24     -0.0982687        1198.59       0.723095     -0.0979374       0.051899        142.766      0.0914065        1.86553    -0.00179755       0.725375        1.20747     -0.0385042
            229       DRIFT_34        13982.9         4050.8       -1.87847        59.1133      0.0341682      -0.408554          223.1      -0.102965        1091.98       0.629611     -0.0905629       0.051899         149.97      0.0914065        1.72386    -0.00179755       0.728421        1.21787     -0.0385042
            230       DRIFT_34        14061.7        4353.67       -1.96461        54.1334      0.0290207       -0.41724        239.699      -0.107662        1000.11       0.536128     -0.0819889       0.051899        157.174      0.0914065         1.5822    -0.00179755       0.731253        1.22926     -0.0385042
            231          SQSK6        14061.7        4353.67       -1.96418        54.1334       0.029442       -0.41724        239.699      -0.108088        1000.11       0.535702     -0.0819889      0.0516578        157.174      0.0914081         1.5822    -0.00164038       0.731253        1.22926     -0.0385042
            232       DRIFT_35        14116.2        4571.11       -2.02377        51.1169      0.0258811      -0.423921        251.664      -0.111352         945.22       0.471024     -0.0753459      0.0516578        162.158      0.0914081        1.49276    -0.00164038       0.733098        1.23773     -0.0385042
            233           QFA6        14227.2        4563.08        2.09372        51.0844     -0.0255788       -0.43851        251.204       0.115353        946.136      -0.479555      -0.060865      0.0516578        164.115      -0.056437        1.38271   -0.000358894       0.736706        1.25578     -0.0385042
            234       DRIFT_36          14323        4172.56         1.9828        56.5822     -0.0318101      -0.449866        229.687       0.109261        1048.97      -0.593902       -0.04961      0.0516578        158.708      -0.056437        1.34833   -0.000358894        0.74002        1.27031     -0.0385042
            235       DRIFT_36        14418.8        3803.28        1.87189        63.2739     -0.0380414      -0.459415        209.336       0.103169        1173.72       -0.70825     -0.0401565      0.0516578        153.302      -0.056437        1.31395   -0.000358894        0.74365        1.28336     -0.0385042
            236       DRIFT_36        14514.6        3455.26        1.76098        71.1595     -0.0442727      -0.467174        190.153      0.0970769        1320.37      -0.822597     -0.0324794      0.0516578        147.895      -0.056437        1.27956   -0.000358894       0.747639        1.29498     -0.0385042
            237       DRIFT_36        14610.4        3128.48        1.65006         80.239     -0.0505039      -0.473207        172.136      0.0909848        1488.93      -0.936945     -0.0265137      0.0516578        142.488      -0.056437        1.24518   -0.000358894       0.752037         1.3053     -0.0385042
            238       DRIFT_36        14706.2        2822.96        1.53915        90.5124     -0.0567352      -0.477588        155.288      0.0848926         1679.4       -1.05129     -0.0221829      0.0516578        137.082      -0.056437         1.2108   -0.000358894       0.756903        1.31445     -0.0385042
            239       DRIFT_36          14802        2538.69        1.42824         101.98     -0.0629665      -0.480387        139.606      0.0788004        1891.78       -1.16564     -0.0194176      0.0516578        131.675      -0.056437        1.17642   -0.000358894       0.762306        1.32257     -0.0385042
            240       DRIFT_36        14897.8        2275.66        1.31732        114.641     -0.0691978      -0.481657        125.092      0.0727082        2126.07       -1.27999     -0.0181668      0.0516578        126.269      -0.056437        1.14204   -0.000358894       0.768323        1.32978     -0.0385042
            241       DRIFT_36        14993.6        2033.89        1.20641        128.496      -0.075429      -0.481425        111.745       0.066616        2382.27       -1.39433     -0.0184039      0.0516578        120.862      -0.056437        1.10766   -0.000358894       0.775046         1.3362     -0.0385042
            242       DRIFT_36        15089.4        1813.37         1.0955        143.545     -0.0816603      -0.479694        99.5647      0.0605239        2660.37       -1.50868      -0.020129      0.0516578        115.455      -0.056437        1.07327   -0.000358894       0.782578        1.34195     -0.0385042
            243     YI6_DH9_E1        15089.4        1813.37         1.0955        143.545     -0.0816603      -0.479694        99.5647      0.0605239        2660.37       -1.50868      -0.020129      0.0516578        115.455      -0.056437        1.07327   -0.000358894       0.782578        1.34195     -0.0385042
            244             DS        15384.4        1267.66       0.754646        197.374      -0.100845       -0.46459        69.3831      0.0418016        3654.16       -1.86073     -0.0351725      0.0516578        100.602     -0.0442813       0.967422   -0.000358894       0.812107        1.35625     -0.0514446
            245     YI6_DH9_E2        15384.4        1267.66       0.754646        197.374      -0.100845       -0.46459        69.3831      0.0418016        3654.16       -1.86073     -0.0351725      0.0516578        100.602     -0.0442813       0.967422   -0.000358894       0.812107        1.35625     -0.0514446
            246       DRIFT_38        15446.5        1178.32       0.682621        210.162      -0.104888       -0.45942        64.4322      0.0378454        3890.09       -1.93493     -0.0403303      0.0516578        97.8496     -0.0442813       0.945113   -0.000358894       0.819787        1.35873     -0.0514446
            247       DRIFT_38        15508.7        1097.93       0.610596        223.453      -0.108931      -0.453526        59.9732      0.0338892        4135.26       -2.00912     -0.0462159      0.0516578        95.0971     -0.0442813       0.922804   -0.000358894       0.828039        1.36107     -0.0514446
            248           SDPI        15583.7        1012.86       0.523693        240.158       -0.11381      -0.445445        55.2478      0.0291158        4443.34       -2.09864     -0.0542953      0.0516578         91.776     -0.0442813       0.895887   -0.000358894       0.838782        1.36371     -0.0514446
            249       DRIFT_40        15596.8        999.334       0.508508        243.153      -0.114662      -0.443925        54.4956      0.0282818        4498.55       -2.11428     -0.0558166      0.0516578        91.1957     -0.0442813       0.891184   -0.000358894       0.840748        1.36416     -0.0514446
            250             QD        15707.8        1001.51       -0.52882         243.06       0.115469      -0.430541        54.4891     -0.0282207        4495.25        2.14294     -0.0692291      0.0516578        91.0101      0.0409084       0.805791    -0.00116628       0.857821        1.36782     -0.0514446
            251       DRIFT_41        15762.3        1062.68      -0.593008        230.664       0.111879      -0.424454        57.7556     -0.0316879         4265.2        2.07633     -0.0753439      0.0516578        93.2406      0.0409084       0.742199    -0.00116628       0.865802         1.3697     -0.0514446
            252          SQSK6        15762.3        1062.68      -0.592568        230.664        0.11232      -0.424454        57.7556     -0.0321297         4265.2        2.07589     -0.0753439      0.0514315        93.2406      0.0409091       0.742199    -0.00107303       0.865802         1.3697     -0.0514446
            253       DRIFT_42        15841.1        1163.39      -0.685337        213.371       0.107106      -0.416653        63.2153     -0.0371478        3945.58        1.97964     -0.0831277      0.0514315        96.4647      0.0409091       0.657634    -0.00107303        0.87651         1.3726     -0.0514446
            254       DRIFT_42        15919.9        1278.72      -0.778106          196.9       0.101892       -0.41004         69.466     -0.0421658        3641.14        1.88339     -0.0897294      0.0514315        99.6887      0.0409091       0.573069    -0.00107303       0.886271        1.37574     -0.0514446
            255    YI6_DH10_E1        15919.9        1278.72      -0.778106          196.9       0.101892       -0.41004         69.466     -0.0421658        3641.14        1.88339     -0.0897294      0.0514315        99.6887      0.0409091       0.573069    -0.00107303       0.886271        1.37574     -0.0514446
            256              D          16864        3791.71       -1.88195        63.5287      0.0394066      -0.414885        205.542      -0.101874        1174.42       0.729943     -0.0850154      0.0514315        156.539      0.0795069      -0.439884      -0.001073       0.952906        1.44703      -0.100084
            257    YI6_DH10_E2          16864        3791.71       -1.88195        63.5287      0.0394066      -0.414885        205.542      -0.101874        1174.42       0.729943     -0.0850154      0.0514315        156.539      0.0795069      -0.439884      -0.001073       0.952906        1.44703      -0.100084
            258       DRIFT_43          16926        4029.65        -1.9546         58.895      0.0353083      -0.420793        218.422      -0.105804        1088.57        0.65429     -0.0791269      0.0514315         161.47      0.0795069      -0.506431      -0.001073       0.955301        1.45531      -0.100084
            259       DRIFT_43          16988         4276.6       -2.02725        54.7695        0.03121       -0.42748        231.789      -0.109734        1012.11       0.578637     -0.0724583      0.0514315        166.401      0.0795069      -0.572977      -0.001073       0.957557        1.46424      -0.100084
            260           SFPI          17063        4587.27        -2.1151        50.4598      0.0262538      -0.436612        248.606      -0.114486        932.174       0.487149     -0.0633484      0.0514315        172.364      0.0795069      -0.653452      -0.001073       0.960113         1.4759      -0.100084
            261       DRIFT_45        17076.1        4642.91       -2.13045         49.783      0.0253878      -0.438324        251.617      -0.115316        919.615       0.471163     -0.0616404      0.0514315        173.406      0.0795069      -0.667514      -0.001073       0.960542        1.47804      -0.100084
            262             QF        17187.1        4640.35        2.15279        49.8538     -0.0260471      -0.453367        251.448       0.116794        920.392      -0.478403     -0.0466236      0.0514315        173.308     -0.0812548      -0.823006    -0.00175245       0.964091        1.49661      -0.100084
            263       DRIFT_46        17257.9        4341.84        2.06845         53.871     -0.0307615      -0.462167        235.254       0.112214        994.185      -0.565119     -0.0378341      0.0514315        167.562     -0.0812548       -0.94693    -0.00175245        0.96647        1.50778      -0.100084
            264       DRIFT_46        17328.6        4055.27        1.98411        58.5549     -0.0354759      -0.469936        219.707       0.107634        1080.24      -0.651834     -0.0300715      0.0514315        161.816     -0.0812548       -1.07085    -0.00175245       0.969014        1.51809      -0.100084
            265       DRIFT_46        17399.3        3780.62        1.89977        63.9056     -0.0401903      -0.476678        204.808       0.103053        1178.56      -0.738549     -0.0233332      0.0514315         156.07     -0.0812548       -1.19478    -0.00175245       0.971741        1.52755      -0.100084
            266    YI6_DH11_E1        17399.3        3780.62        1.89977        63.9056     -0.0401903      -0.476678        204.808       0.103053        1178.56      -0.738549     -0.0233332      0.0514315         156.07     -0.0812548       -1.19478    -0.00175245       0.971741        1.52755      -0.100084
            267              D        18343.3        1253.76       0.775368         199.22      -0.103146      -0.480032        67.8051      0.0419898        3666.18       -1.89654     -0.0200162      0.0514315        97.6144     -0.0425669       -2.84929    -0.00175264        1.03919        1.59844      -0.148733
            268    YI6_DH11_E2        18343.3        1253.76       0.775368         199.22      -0.103146      -0.480032        67.8051      0.0419898        3666.18       -1.89654     -0.0200162      0.0514315        97.6144     -0.0425669       -2.84929    -0.00175264        1.03919        1.59844      -0.148733
            269       DRIFT_48        18405.4        1162.19        0.70112        212.271      -0.107281      -0.474741        62.8468      0.0379576        3906.15       -1.97261     -0.0253218      0.0514315        94.9744     -0.0425669       -2.95798    -0.00175264        1.04695        1.60092      -0.148733
            270       DRIFT_48        18467.4        1079.83       0.626872        225.835      -0.111417      -0.468698        58.3887      0.0339254        4155.54       -2.04867     -0.0313822      0.0514315        92.3344     -0.0425669       -3.06668    -0.00175264        1.05531        1.60324      -0.148733
            271           SDMI        18542.4        992.534       0.537083        242.922      -0.116418      -0.460373        53.6656      0.0290493        4469.74       -2.14066     -0.0397308      0.0514315        89.1419     -0.0425669       -3.19813    -0.00175264        1.06625        1.60587      -0.148733
            272       DRIFT_50        18555.5        978.663       0.521394        245.985      -0.117292      -0.458805        52.9153      0.0281973        4526.06       -2.15674      -0.041304      0.0514315        88.5841     -0.0425669        -3.2211    -0.00175264        1.06826        1.60631      -0.148733
            273             QD        18666.5        976.027      -0.496828        246.169       0.115691      -0.444951         52.775     -0.0268896        4529.15        2.12984     -0.0551974      0.0514315        88.4542      0.0402068       -3.24511     0.00132383        1.08574        1.60994      -0.148733
            274       DRIFT_51        18737.2        1052.17      -0.579902        230.133       0.111086      -0.436841        56.8972     -0.0314028        4233.93        2.04497     -0.0633305      0.0514315        91.2974      0.0402068       -3.15149     0.00132383        1.09629        1.61238      -0.148733
            275       DRIFT_51        18807.9        1140.06      -0.662976        214.747       0.106481      -0.429691        61.6576      -0.035916        3950.72         1.9601      -0.070499      0.0514315        94.1406      0.0402068       -3.05788     0.00132383        1.10604        1.61499      -0.148733
            276       DRIFT_51        18878.6         1239.7       -0.74605        200.014       0.101877        -0.4235        67.0563     -0.0404292         3679.5        1.87522     -0.0767058      0.0514315        96.9838      0.0402068       -2.96427     0.00132383        1.11503        1.61779      -0.148733
            277    YI6_DH12_E1        18878.6         1239.7       -0.74605        200.014       0.101877        -0.4235        67.0563     -0.0404292         3679.5        1.87522     -0.0767058      0.0514315        96.9838      0.0402068       -2.96427     0.00132383        1.11503        1.61779      -0.148733
            278              D        19822.7        3691.77       -1.85007        65.6843      0.0404071      -0.424396        200.079      -0.100408        1208.41       0.742205     -0.0757243      0.0514315        153.215      0.0789043       -1.71438     0.00132404        1.18375         1.6876      -0.197316
            279    YI6_DH12_E2        19822.7        3691.77       -1.85007        65.6843      0.0404071      -0.424396        200.079      -0.100408        1208.41       0.742205     -0.0757243      0.0514315        153.215      0.0789043       -1.71438     0.00132404        1.18375         1.6876      -0.197316
            280       DRIFT_53        19884.7        3925.75       -1.92268        60.9228      0.0363679      -0.429965        212.778      -0.104353        1120.97       0.667753     -0.0701367      0.0514315        158.108      0.0789043       -1.63226     0.00132404        1.18621        1.69565      -0.197316
            281       DRIFT_53        19946.7        4168.74        -1.9953        56.6623      0.0323287      -0.436296        225.967      -0.108298        1042.76       0.593301     -0.0637875      0.0514315        163.002      0.0789043       -1.55014     0.00132404        1.18852        1.70431      -0.197316
            282           SFMI        20021.7        4474.62       -2.08311        52.1793       0.027444      -0.444974        242.569      -0.113069        960.514       0.503267     -0.0550865      0.0514315         168.92      0.0789043       -1.45084     0.00132404        1.19114        1.71563      -0.197316
            283       DRIFT_55        20034.8        4529.42       -2.09845        51.4712      0.0265905      -0.446604        245.544      -0.113902        947.529       0.487535     -0.0534522      0.0514315        169.954      0.0789043       -1.43349     0.00132404        1.19158        1.71771      -0.197316
            284             QF        20145.8        4531.46        2.08074        51.4221     -0.0261327      -0.460969        245.685        0.11267        947.111      -0.483636     -0.0390587      0.0514315        169.966      -0.078692       -1.35777     5.1757e-05        1.19522        1.73574      -0.197316
            285       DRIFT_56        20216.6        4242.95        1.99914        55.4416     -0.0307094      -0.469384        230.063       0.108254         1021.5      -0.568281     -0.0306314      0.0514315        164.401      -0.078692       -1.35411     5.1757e-05        1.19765         1.7466      -0.197316
            286       DRIFT_56        20287.3        3965.98        1.91753        60.1085     -0.0352862      -0.476815        215.065       0.103839        1107.85      -0.652926     -0.0231916      0.0514315        158.836      -0.078692       -1.35045     5.1757e-05        1.20026        1.75664      -0.197316
            287       DRIFT_56          20358        3700.56        1.83593        65.4226     -0.0398629      -0.483264        200.691      0.0994242        1206.18      -0.737571     -0.0167375      0.0514315        153.272      -0.078692       -1.34679     5.1757e-05        1.20304        1.76588      -0.197316
            288    YI6_DH13_E1          20358        3700.56        1.83593        65.4226     -0.0398629      -0.483264        200.691      0.0994242        1206.18      -0.737571     -0.0167375      0.0514315        153.272      -0.078692       -1.34679     5.1757e-05        1.20304        1.76588      -0.197316
            289              D        21302.1        1258.77       0.748626        198.466      -0.101096      -0.485262        68.4045       0.040597        3667.37       -1.87004     -0.0147069      0.0514315        97.2014     -0.0400711       -1.29839    5.07862e-05        1.27111        1.83589      -0.245934
            290    YI6_DH13_E2        21302.1        1258.77       0.748626        198.466      -0.101096      -0.485262        68.4045       0.040597        3667.37       -1.87004     -0.0147069      0.0514315        97.2014     -0.0400711       -1.29839    5.07862e-05        1.27111        1.83589      -0.245934
            291       DRIFT_58        21364.1        1170.37       0.676682        211.255      -0.105116      -0.480025        63.6103      0.0367044        3903.94        -1.9444     -0.0199314      0.0514315        94.7162     -0.0400711       -1.29524    5.07862e-05        1.27883        1.83837      -0.245934
            292       DRIFT_58        21426.1         1090.9       0.604737        224.543      -0.109137      -0.474066         59.299      0.0328119        4149.73       -2.01875     -0.0258747      0.0514315         92.231     -0.0400711       -1.29209    5.07862e-05        1.28712        1.84069      -0.245934
            293           SDPI        21501.1        1006.72       0.517734        241.278      -0.113999      -0.465891        54.7302      0.0281046        4459.29       -2.10867     -0.0340271      0.0514315        89.2257     -0.0400711       -1.28829    5.07862e-05        1.29793        1.84333      -0.245934
            294       DRIFT_60        21514.2        993.345       0.502531        244.277      -0.114848      -0.464354        54.0044      0.0272821        4514.77       -2.12438     -0.0355594      0.0514315        88.7005     -0.0400711       -1.28762    5.07862e-05        1.29991        1.84377      -0.245934
            295             QD        21625.2        996.291      -0.529989        244.112       0.116283      -0.450837        54.1698     -0.0288244        4512.09        2.14769     -0.0490371      0.0514315        88.8577      0.0429277       -1.21527     0.00124134        1.31708        1.84742      -0.245934
            296       DRIFT_61        21695.9        1077.17       -0.61379        227.998         0.1116      -0.442978        58.5673     -0.0333621        4214.45         2.0613     -0.0568727      0.0514315        91.8933      0.0429277       -1.12749     0.00124134         1.3274        1.84986      -0.245934
            297       DRIFT_61        21766.6        1169.91      -0.697592        212.545       0.106917      -0.436092        63.6066     -0.0378998        3929.03        1.97491     -0.0637384      0.0514315        94.9289      0.0429277       -1.03971     0.00124134        1.33691        1.85249      -0.245934
            298       DRIFT_61        21837.3        1274.49      -0.781393        197.755       0.102234      -0.430168        69.2876     -0.0424375        3655.83        1.88852      -0.069645      0.0514315        97.9645      0.0429277      -0.951931     0.00124134        1.34566         1.8553      -0.245934
            299    YI6_DH14_E1        21837.3        1274.49      -0.781393        197.755       0.102234      -0.430168        69.2876     -0.0424375        3655.83        1.88852      -0.069645      0.0514315        97.9645      0.0429277      -0.951931     0.00124134        1.34566         1.8553      -0.245934
            300              D        22781.4        3801.88        -1.8943        63.7595      0.0397057      -0.434675        206.379      -0.102699        1179.06       0.735082     -0.0651927      0.0514315        156.749      0.0815908       0.219952     0.00124131        1.41232        1.92628      -0.294526
            301    YI6_DH14_E2        22781.4        3801.88        -1.8943        63.7595      0.0397057      -0.434675        206.379      -0.102699        1179.06       0.735082     -0.0651927      0.0514315        156.749      0.0815908       0.219952     0.00124131        1.41232        1.92628      -0.294526
            302       DRIFT_63        22843.4        4041.38       -1.96752        59.0891      0.0355992      -0.440561        219.364      -0.106663        1092.58       0.659331     -0.0593256      0.0514315        161.809      0.0815908       0.296937     0.00124131        1.41471        1.93454      -0.294526
            303       DRIFT_63        22905.4        4289.97       -2.04073        54.9281      0.0314927      -0.447228         232.84      -0.110628        1015.49       0.583579     -0.0526784      0.0514315         166.87      0.0815908       0.373922     0.00124131        1.41696        1.94343      -0.294526
            304           SFPI        22980.4        4602.72       -2.12927        50.5767      0.0265266      -0.456338        249.794      -0.115422        934.828       0.491972     -0.0435927      0.0514315        172.989      0.0815908        0.46702     0.00124131        1.41951        1.95506      -0.294526
            305       DRIFT_65        22993.6        4658.73       -2.14474        49.8928      0.0256589      -0.458046         252.83      -0.116259        922.144       0.475966     -0.0418886      0.0514315        174.058      0.0815908       0.483288     0.00124131        1.41993        1.95719      -0.294526
            306             QF        23104.6        4657.58        2.15475        49.9135     -0.0258515       -0.47307        252.738       0.117062        922.086      -0.475431     -0.0268969      0.0514315        174.153      -0.079897       0.648306     0.00175725        1.42347        1.97572      -0.294526
            307       DRIFT_66        23175.3        4358.79         2.0706        53.9016     -0.0305459      -0.481869        236.505       0.112488        995.431       -0.56177     -0.0181123      0.0514315        168.503      -0.079897       0.772569     0.00175725        1.42584        1.98687      -0.294526
            308       DRIFT_66          23246         4071.9        1.98644        58.5536     -0.0352403      -0.489646        220.919       0.107914        1080.99      -0.648108      -0.010346      0.0514315        162.853      -0.079897       0.896832     0.00175725        1.42837        1.99717      -0.294526
            309       DRIFT_66        23316.7        3796.91        1.90229        63.8696     -0.0399347      -0.496401        205.981       0.103339        1178.75      -0.734447    -0.00359657      0.0514315        157.203      -0.079897        1.02109     0.00175725        1.43109        2.00663      -0.294526
            310    YI6_DH15_E1        23316.7        3796.91        1.90229        63.8696     -0.0399347      -0.496401        205.981       0.103339        1178.75      -0.734447    -0.00359657      0.0514315        157.203      -0.079897        1.02109     0.00175725        1.43109        2.00663      -0.294526
            311              D        24260.8        1263.02       0.780321        198.445      -0.102617       0.499659         68.366      0.0423525         3653.8       -1.88729    0.000341639      0.0514315        100.029     -0.0412112        2.68009     0.00175735        1.49812        2.07764       -0.34315
            312    YI6_DH15_E2        24260.8        1263.02       0.780321        198.445      -0.102617       0.499659         68.366      0.0423525         3653.8       -1.88729    0.000341639      0.0514315        100.029     -0.0412112        2.68009     0.00175735        1.49812        2.07764       -0.34315
            313       DRIFT_68        24322.8        1170.82       0.706238        211.429      -0.106735      -0.495117        63.3624      0.0383256         3892.6       -1.96302     -0.0048919      0.0514315        97.4729     -0.0412112        2.78908     0.00175735        1.50582        2.08012       -0.34315
            314       DRIFT_68        24384.8        1087.82       0.632156        224.924      -0.110852      -0.489145        58.8582      0.0342988        4140.78       -2.03876     -0.0108764      0.0514315         94.917     -0.0412112        2.89807     0.00175735        1.51412        2.08246       -0.34315
            315           SDMI        24459.8        999.714       0.542568        241.925      -0.115832      -0.480911        54.0786      0.0294291        4453.47       -2.13034     -0.0191298      0.0514315        91.8262     -0.0412112        3.02988     0.00175735        1.52499        2.08509       -0.34315
            316       DRIFT_70        24472.9        985.698       0.526914        244.972      -0.116702      -0.479358        53.3185      0.0285782        4509.51       -2.14634     -0.0206861      0.0514315        91.2861     -0.0412112        3.05291     0.00175735        1.52698        2.08554       -0.34315
            317             QD        24583.9        982.491      -0.497018         245.13       0.115328       -0.46564        53.1308     -0.0268294        4512.01        2.12465     -0.0344404      0.0514315        91.4526      0.0442379        3.08614    -0.00116382        1.54434        2.08919       -0.34315
            318       DRIFT_71        24654.6        1058.62      -0.579559        229.145       0.110728      -0.457607         57.242     -0.0313081        4217.52         2.0398     -0.0424967      0.0514315        94.5809      0.0442379        3.00384    -0.00116382        1.55482        2.09163       -0.34315
            319       DRIFT_71        24725.3        1146.42      -0.662101         213.81       0.106128      -0.450526        61.9866     -0.0357867        3935.03        1.95495     -0.0495996      0.0514315        97.7092      0.0442379        2.92154    -0.00116382        1.56452        2.09425       -0.34315
            320       DRIFT_71          24796         1245.9      -0.744642        199.125       0.101528      -0.444394        67.3646     -0.0402654        3664.55         1.8701     -0.0557504      0.0514315        100.837      0.0442379        2.83924    -0.00116382        1.57345        2.09707       -0.34315
